epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
200,28069.2,0.95213,0.44994,0.95889,0.99926,1,0.995,0.83274,0.76144,0.28248,0.88518,0.007811,0.007811,0.007811
201,28209.6,0.94959,0.44856,0.95961,0.99926,1,0.995,0.8325,0.76226,0.28227,0.88529,0.0078,0.0078,0.0078
202,28349.7,0.94724,0.44825,0.95873,0.99926,1,0.995,0.83187,0.76351,0.28248,0.88552,0.007789,0.007789,0.007789
203,28490,0.9483,0.44615,0.95712,0.99926,1,0.995,0.83128,0.76456,0.28238,0.88576,0.007778,0.007778,0.007778
204,28630.4,0.94429,0.44698,0.95833,0.99926,1,0.995,0.83133,0.76519,0.28228,0.88593,0.007767,0.007767,0.007767
205,28770.9,0.94643,0.44601,0.95759,0.99926,1,0.995,0.83118,0.76614,0.28232,0.88615,0.007756,0.007756,0.007756
206,28911.1,0.94867,0.44903,0.95768,0.99926,1,0.995,0.83086,0.76708,0.28223,0.88643,0.007745,0.007745,0.007745
207,29051.3,0.94528,0.44843,0.95733,0.99926,1,0.995,0.83048,0.76816,0.28223,0.8867,0.007734,0.007734,0.007734
208,29191.7,0.9448,0.44753,0.95788,0.99927,1,0.995,0.83002,0.76914,0.28219,0.88696,0.007723,0.007723,0.007723
209,29331.7,0.94377,0.44622,0.95748,0.99927,1,0.995,0.82941,0.77087,0.28229,0.88735,0.007712,0.007712,0.007712
210,29472.2,0.94419,0.4467,0.95561,0.99928,1,0.995,0.82915,0.7721,0.28238,0.88771,0.007701,0.007701,0.007701
211,29612.3,0.94487,0.44629,0.95672,0.99928,1,0.995,0.82881,0.77213,0.28221,0.88774,0.00769,0.00769,0.00769
212,29752.4,0.94578,0.44682,0.95869,0.99929,1,0.995,0.82866,0.77286,0.28235,0.8879,0.007679,0.007679,0.007679
213,29892.7,0.94068,0.44465,0.95523,0.9993,1,0.995,0.82844,0.77398,0.2824,0.88819,0.007668,0.007668,0.007668
214,30033,0.9431,0.44293,0.95661,0.9993,1,0.995,0.82811,0.7741,0.28244,0.88828,0.007657,0.007657,0.007657
215,30173.2,0.94266,0.44741,0.95673,0.9993,1,0.995,0.82806,0.77406,0.2823,0.88835,0.007646,0.007646,0.007646
216,30313.4,0.9398,0.44349,0.95566,0.9993,1,0.995,0.82738,0.77462,0.28208,0.88844,0.007635,0.007635,0.007635
217,30453.6,0.93513,0.44212,0.95349,0.9993,1,0.995,0.82732,0.77599,0.28198,0.88878,0.007624,0.007624,0.007624
218,30593.9,0.93873,0.44551,0.95413,0.9993,1,0.995,0.82681,0.77755,0.28197,0.88912,0.007613,0.007613,0.007613
219,30734.3,0.94115,0.44586,0.95584,0.99932,1,0.995,0.82642,0.77848,0.28223,0.88939,0.007602,0.007602,0.007602
220,30874.6,0.93736,0.4442,0.95596,0.99932,1,0.995,0.8259,0.77965,0.28227,0.88972,0.007591,0.007591,0.007591
221,31014.7,0.9347,0.44404,0.9537,0.99933,1,0.995,0.82573,0.77977,0.28253,0.88984,0.00758,0.00758,0.00758
222,31154.9,0.93554,0.44236,0.95408,0.99934,1,0.995,0.82562,0.7804,0.28257,0.89,0.007569,0.007569,0.007569
223,31295,0.93294,0.44203,0.95379,0.99933,1,0.995,0.82568,0.78042,0.28257,0.88994,0.007558,0.007558,0.007558
224,31435.1,0.93531,0.44226,0.95624,0.99933,1,0.995,0.8251,0.7817,0.28275,0.89037,0.007547,0.007547,0.007547
225,31575.3,0.93415,0.44258,0.95433,0.99934,1,0.995,0.82527,0.78255,0.28265,0.89064,0.007536,0.007536,0.007536
226,31715.7,0.93094,0.44246,0.9523,0.99934,1,0.995,0.82514,0.78321,0.28249,0.89084,0.007525,0.007525,0.007525
227,31855.8,0.92828,0.44057,0.95161,0.99936,1,0.995,0.82485,0.7833,0.28262,0.89089,0.007514,0.007514,0.007514
228,31996,0.92924,0.43964,0.95253,0.99937,1,0.995,0.82414,0.78399,0.28246,0.89106,0.007503,0.007503,0.007503
229,32136.3,0.93079,0.44176,0.9535,0.99937,1,0.995,0.82391,0.78438,0.28222,0.89117,0.007492,0.007492,0.007492
230,32276.6,0.92886,0.44011,0.95294,0.99937,1,0.995,0.82391,0.78449,0.28214,0.89123,0.007481,0.007481,0.007481
231,32417,0.92461,0.44114,0.95238,0.99938,1,0.995,0.8239,0.78468,0.28223,0.89127,0.00747,0.00747,0.00747
232,32557.2,0.92764,0.44288,0.95292,0.99938,1,0.995,0.8236,0.78523,0.28212,0.89141,0.007459,0.007459,0.007459
233,32697.6,0.92416,0.43985,0.95102,0.99939,1,0.995,0.82364,0.78532,0.28216,0.89153,0.007448,0.007448,0.007448
234,32837.5,0.92528,0.43982,0.95329,0.9994,1,0.995,0.82355,0.78575,0.28224,0.89164,0.007437,0.007437,0.007437
235,32977.6,0.91946,0.43976,0.94965,0.9994,1,0.995,0.82345,0.78624,0.28195,0.89184,0.007426,0.007426,0.007426
236,33117.8,0.92032,0.43991,0.95122,0.99939,1,0.995,0.82315,0.78683,0.28219,0.8921,0.007415,0.007415,0.007415
237,33257.9,0.92438,0.4401,0.95375,0.99939,1,0.995,0.8226,0.78806,0.28187,0.89249,0.007404,0.007404,0.007404
238,33398.1,0.91915,0.43657,0.95138,0.99939,0.99999,0.995,0.82233,0.78947,0.28222,0.89289,0.007393,0.007393,0.007393
239,33538.2,0.92247,0.43951,0.95368,0.99939,0.99998,0.995,0.82169,0.79099,0.28244,0.8933,0.007382,0.007382,0.007382
240,33678.5,0.92179,0.43675,0.95214,0.99938,0.99998,0.995,0.82149,0.79166,0.28265,0.89361,0.007371,0.007371,0.007371
241,33818.6,0.91498,0.43486,0.94849,0.99938,0.99997,0.995,0.82088,0.79268,0.28289,0.89392,0.00736,0.00736,0.00736
242,33958.9,0.91969,0.4394,0.95113,0.99938,0.99997,0.995,0.82102,0.79294,0.28301,0.89412,0.007349,0.007349,0.007349
243,34099.1,0.92331,0.43887,0.95127,0.99939,0.99998,0.995,0.82082,0.79266,0.28289,0.89415,0.007338,0.007338,0.007338
244,34239.6,0.91926,0.43794,0.95099,0.99939,0.99998,0.995,0.82034,0.79298,0.28297,0.89436,0.007327,0.007327,0.007327
245,34380,0.91607,0.4378,0.94968,0.99939,1,0.995,0.82004,0.79341,0.28301,0.89458,0.007316,0.007316,0.007316
246,34520.4,0.91739,0.43735,0.94963,0.9994,1,0.995,0.81969,0.79443,0.28313,0.89492,0.007305,0.007305,0.007305
247,34660.5,0.91625,0.43792,0.94866,0.9994,1,0.995,0.81926,0.79514,0.28314,0.89521,0.007294,0.007294,0.007294
248,34800.6,0.91286,0.43542,0.94855,0.9994,1,0.995,0.81905,0.79581,0.28327,0.89543,0.007283,0.007283,0.007283
249,34940.8,0.91456,0.43651,0.94853,0.9994,1,0.995,0.81878,0.79661,0.28342,0.89574,0.007272,0.007272,0.007272
250,35080.8,0.91004,0.43556,0.94672,0.99939,1,0.995,0.81824,0.79806,0.28385,0.8962,0.007261,0.007261,0.007261
251,35221,0.91069,0.43554,0.94723,0.9994,0.99999,0.995,0.81764,0.79902,0.28414,0.89652,0.00725,0.00725,0.00725
252,35361.4,0.91061,0.43553,0.94649,0.9994,0.99998,0.995,0.81743,0.79949,0.28417,0.8967,0.007239,0.007239,0.007239
253,35501.7,0.91388,0.43407,0.94801,0.9994,0.99998,0.995,0.81726,0.80013,0.28424,0.89688,0.007228,0.007228,0.007228
254,35641.9,0.91178,0.43413,0.94856,0.9994,0.99998,0.995,0.81678,0.80083,0.28439,0.89712,0.007217,0.007217,0.007217
255,35781.9,0.90701,0.43425,0.94676,0.9994,0.99997,0.995,0.81662,0.80106,0.28461,0.89733,0.007206,0.007206,0.007206
256,35922.2,0.9036,0.43337,0.94431,0.99939,0.99997,0.995,0.81624,0.80147,0.28467,0.89752,0.007195,0.007195,0.007195
257,36062.5,0.90404,0.43332,0.94505,0.99938,0.99997,0.995,0.81623,0.80211,0.28476,0.89763,0.007184,0.007184,0.007184
258,36203,0.90625,0.43307,0.94459,0.99938,0.99996,0.995,0.81609,0.80296,0.2849,0.89788,0.007173,0.007173,0.007173
259,36343.3,0.90378,0.43246,0.94581,0.99938,0.99997,0.995,0.81595,0.80366,0.2851,0.89814,0.007162,0.007162,0.007162
260,36483.6,0.90346,0.43489,0.94743,0.99937,0.99997,0.995,0.81584,0.80371,0.28502,0.89826,0.007151,0.007151,0.007151
261,36623.7,0.90238,0.43167,0.94466,0.99938,0.99998,0.995,0.81547,0.80416,0.28522,0.89852,0.00714,0.00714,0.00714
262,36763.9,0.90178,0.43321,0.94568,0.99939,1,0.995,0.8151,0.80482,0.28526,0.89878,0.007129,0.007129,0.007129
263,36904.2,0.89822,0.43204,0.94417,0.99939,1,0.995,0.81504,0.80616,0.28542,0.89922,0.007118,0.007118,0.007118
264,37044.4,0.90148,0.43206,0.94422,0.9994,1,0.995,0.81435,0.80723,0.2857,0.8996,0.007107,0.007107,0.007107
265,37184.8,0.90089,0.43146,0.9458,0.99941,1,0.995,0.81381,0.80916,0.28577,0.90018,0.007096,0.007096,0.007096
266,37325.1,0.90095,0.43264,0.94553,0.9994,0.99999,0.995,0.81341,0.80975,0.28575,0.90037,0.007085,0.007085,0.007085
267,37465.2,0.89669,0.43114,0.9443,0.9994,0.99999,0.995,0.81273,0.81049,0.28587,0.90058,0.007074,0.007074,0.007074
268,37605.4,0.89781,0.43282,0.94482,0.99939,0.99999,0.995,0.81271,0.81061,0.28573,0.90071,0.007063,0.007063,0.007063
269,37745.6,0.89539,0.42857,0.94282,0.9994,0.99999,0.995,0.81236,0.81101,0.28561,0.90091,0.007052,0.007052,0.007052
270,37886,0.89684,0.43102,0.94334,0.99939,0.99999,0.995,0.81202,0.81188,0.28556,0.90121,0.007041,0.007041,0.007041
271,38026.5,0.89427,0.43014,0.94248,0.99939,0.99998,0.995,0.81162,0.81263,0.28561,0.90142,0.00703,0.00703,0.00703
272,38166.7,0.89286,0.43015,0.9417,0.9994,0.99997,0.995,0.81121,0.81472,0.28555,0.90198,0.007019,0.007019,0.007019
273,38307.1,0.89189,0.42676,0.94182,0.99939,0.99997,0.995,0.81075,0.81605,0.28589,0.90237,0.007008,0.007008,0.007008
274,38447.2,0.89087,0.42552,0.94151,0.99939,0.99997,0.995,0.81019,0.817,0.28552,0.90268,0.006997,0.006997,0.006997
275,38587.4,0.8907,0.42877,0.9415,0.99939,0.99995,0.995,0.8099,0.81783,0.28548,0.90299,0.006986,0.006986,0.006986
276,38727.5,0.88678,0.42623,0.94071,0.9994,0.99995,0.995,0.80937,0.81883,0.28536,0.90325,0.006975,0.006975,0.006975
277,38867.8,0.88638,0.42634,0.94021,0.99939,0.99995,0.995,0.80948,0.81915,0.28534,0.90335,0.006964,0.006964,0.006964
278,39008.1,0.89172,0.4278,0.94276,0.99939,0.99995,0.995,0.80891,0.81997,0.28528,0.90363,0.006953,0.006953,0.006953
279,39148.3,0.88654,0.4256,0.94009,0.99939,0.99996,0.995,0.80897,0.82034,0.28513,0.90371,0.006942,0.006942,0.006942
280,39288.5,0.88338,0.42455,0.93929,0.99938,0.99996,0.995,0.80844,0.82144,0.28531,0.90403,0.006931,0.006931,0.006931
281,39428.8,0.88066,0.42478,0.93662,0.99938,0.99996,0.995,0.80849,0.82202,0.28551,0.90424,0.00692,0.00692,0.00692
282,39569,0.87969,0.42254,0.93812,0.99938,0.99997,0.995,0.80861,0.82351,0.28547,0.90467,0.006909,0.006909,0.006909
283,39709.3,0.88579,0.42601,0.94093,0.99937,0.99997,0.995,0.80817,0.82415,0.28545,0.90491,0.006898,0.006898,0.006898
284,39849.6,0.8795,0.42357,0.93849,0.99937,0.99997,0.995,0.80786,0.8255,0.28546,0.9053,0.006887,0.006887,0.006887
285,39990.2,0.881,0.42323,0.9394,0.99938,0.99998,0.995,0.80777,0.82547,0.28523,0.90526,0.006876,0.006876,0.006876
286,40130.4,0.87859,0.42249,0.93694,0.99938,0.99999,0.995,0.8076,0.82629,0.28566,0.90558,0.006865,0.006865,0.006865
287,40270.5,0.87717,0.42388,0.94032,0.99937,1,0.995,0.80742,0.82678,0.2855,0.90577,0.006854,0.006854,0.006854
288,40410.6,0.87513,0.42249,0.93833,0.99939,1,0.995,0.80704,0.82772,0.28536,0.90608,0.006843,0.006843,0.006843
289,40550.7,0.87565,0.4246,0.93809,0.99939,1,0.995,0.80689,0.8288,0.28533,0.90653,0.006832,0.006832,0.006832
290,40691,0.8744,0.42306,0.93703,0.99939,1,0.995,0.80651,0.82999,0.28532,0.90686,0.006821,0.006821,0.006821
291,40831.2,0.87568,0.42255,0.9372,0.99938,1,0.995,0.80634,0.83089,0.28541,0.90708,0.00681,0.00681,0.00681
292,40971.3,0.87452,0.42136,0.93636,0.99939,1,0.995,0.80614,0.83242,0.28582,0.90751,0.006799,0.006799,0.006799
293,41111.8,0.8723,0.42188,0.93543,0.9994,1,0.995,0.80608,0.83311,0.28587,0.90773,0.006788,0.006788,0.006788
294,41251.9,0.87343,0.42266,0.93792,0.99939,1,0.995,0.80548,0.83327,0.28574,0.90769,0.006777,0.006777,0.006777
295,41392.2,0.86923,0.42058,0.93565,0.99939,1,0.995,0.80501,0.83386,0.28596,0.90789,0.006766,0.006766,0.006766
296,41532.6,0.86901,0.42172,0.93674,0.9994,1,0.995,0.80498,0.8342,0.28581,0.90794,0.006755,0.006755,0.006755
297,41673.1,0.86885,0.42135,0.93533,0.99941,1,0.995,0.80468,0.83544,0.28606,0.90825,0.006744,0.006744,0.006744
298,41813.6,0.87094,0.42355,0.93621,0.9994,1,0.995,0.80461,0.83622,0.28603,0.90846,0.006733,0.006733,0.006733
299,41953.7,0.86847,0.42105,0.93593,0.9994,1,0.995,0.80398,0.83725,0.28612,0.90875,0.006722,0.006722,0.006722
300,42093.9,0.87154,0.42322,0.93456,0.99941,1,0.995,0.80368,0.83803,0.28629,0.90904,0.006711,0.006711,0.006711
301,42233.9,0.86313,0.41898,0.9343,0.99941,1,0.995,0.80384,0.83845,0.28608,0.90917,0.0067,0.0067,0.0067
302,42373.8,0.86573,0.42281,0.93534,0.99941,1,0.995,0.80392,0.83907,0.28594,0.90936,0.006689,0.006689,0.006689
303,42513.9,0.86463,0.42165,0.93473,0.99941,1,0.995,0.80373,0.83988,0.28612,0.90959,0.006678,0.006678,0.006678
304,42654.1,0.86354,0.41734,0.93484,0.99941,1,0.995,0.80393,0.84046,0.28647,0.90977,0.006667,0.006667,0.006667
305,42794.3,0.86133,0.41937,0.93343,0.99941,1,0.995,0.80353,0.84158,0.28654,0.91002,0.006656,0.006656,0.006656
306,42934.5,0.86413,0.42072,0.93371,0.99941,1,0.995,0.8028,0.84272,0.28654,0.91036,0.006645,0.006645,0.006645
307,43074.5,0.86397,0.41864,0.93354,0.99942,1,0.995,0.80316,0.84256,0.28637,0.91033,0.006634,0.006634,0.006634
308,43215,0.86066,0.41892,0.93296,0.99941,1,0.995,0.80247,0.84345,0.28653,0.91057,0.006623,0.006623,0.006623
309,43355.3,0.85998,0.4184,0.93209,0.99941,1,0.995,0.80242,0.84359,0.2866,0.91064,0.006612,0.006612,0.006612
310,43495.6,0.86157,0.41987,0.93347,0.99941,1,0.995,0.80229,0.84412,0.28691,0.9108,0.006601,0.006601,0.006601
311,43635.9,0.85752,0.41779,0.93314,0.99941,0.99998,0.995,0.80173,0.84526,0.28695,0.91116,0.00659,0.00659,0.00659
312,43776.3,0.8586,0.41683,0.93132,0.99941,0.99998,0.995,0.80145,0.84557,0.28686,0.91131,0.006579,0.006579,0.006579
313,43916.7,0.85538,0.41505,0.92958,0.99941,0.99997,0.995,0.80143,0.84641,0.28697,0.91164,0.006568,0.006568,0.006568
314,44056.9,0.85394,0.41556,0.92967,0.99942,0.99997,0.995,0.80088,0.84747,0.28718,0.91201,0.006557,0.006557,0.006557
315,44197.2,0.85524,0.41658,0.93205,0.99942,0.99996,0.995,0.80104,0.84766,0.2872,0.91207,0.006546,0.006546,0.006546
316,44337.5,0.85323,0.41787,0.93122,0.99943,0.99996,0.995,0.80113,0.84818,0.28698,0.91216,0.006535,0.006535,0.006535
317,44477.8,0.85172,0.41747,0.93002,0.99944,0.99996,0.995,0.80101,0.84841,0.28678,0.91225,0.006524,0.006524,0.006524
318,44618,0.85413,0.41562,0.93068,0.99945,0.99996,0.995,0.80081,0.84966,0.28704,0.91253,0.006513,0.006513,0.006513
319,44758.2,0.8491,0.41403,0.9288,0.99944,0.99997,0.995,0.80067,0.85056,0.28703,0.91273,0.006502,0.006502,0.006502
320,44898.4,0.85239,0.41682,0.93007,0.99945,0.99998,0.995,0.79987,0.85128,0.28723,0.91297,0.006491,0.006491,0.006491
321,45038.8,0.84869,0.41449,0.93018,0.99946,0.99998,0.995,0.79963,0.85266,0.2875,0.91339,0.00648,0.00648,0.00648
322,45178.8,0.84855,0.41464,0.92943,0.99946,0.99998,0.995,0.79956,0.8535,0.28758,0.91357,0.006469,0.006469,0.006469
323,45319.3,0.84826,0.414,0.92898,0.99946,0.99998,0.995,0.79938,0.85402,0.28747,0.91366,0.006458,0.006458,0.006458
324,45459.7,0.84709,0.41487,0.93037,0.99946,0.99999,0.995,0.79929,0.85411,0.28761,0.91371,0.006447,0.006447,0.006447
325,45600.2,0.84345,0.4128,0.92724,0.99946,0.99999,0.995,0.79898,0.85471,0.28782,0.9139,0.006436,0.006436,0.006436
326,45740.6,0.84509,0.41278,0.92786,0.99946,0.99999,0.995,0.79864,0.85501,0.28747,0.91402,0.006425,0.006425,0.006425
327,45880.8,0.84355,0.41228,0.92754,0.99946,1,0.995,0.79894,0.85496,0.28724,0.91392,0.006414,0.006414,0.006414
328,46020.9,0.84752,0.41571,0.92881,0.99947,1,0.995,0.79909,0.85453,0.28701,0.91375,0.006403,0.006403,0.006403
329,46161,0.84152,0.41162,0.9279,0.99947,1,0.995,0.79936,0.85414,0.28697,0.91359,0.006392,0.006392,0.006392
330,46301.3,0.84479,0.41442,0.92843,0.99947,1,0.995,0.79945,0.85358,0.28683,0.91351,0.006381,0.006381,0.006381
331,46441.4,0.83885,0.41237,0.92762,0.99947,1,0.995,0.79957,0.85365,0.28674,0.91354,0.00637,0.00637,0.00637
332,46581.7,0.83786,0.41083,0.92684,0.99947,1,0.995,0.79933,0.85367,0.28644,0.91355,0.006359,0.006359,0.006359
