epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
202,28598.3,0.87513,0.40394,0.93596,0.9994,1,0.995,0.82687,0.79095,0.28807,0.89281,0.003367,0.003367,0.003367
203,28740.9,0.87427,0.40157,0.93419,0.99941,1,0.995,0.82656,0.79259,0.28811,0.8934,0.003334,0.003334,0.003334
204,28883.6,0.86936,0.40227,0.93446,0.9994,1,0.995,0.82643,0.79391,0.28839,0.89387,0.003301,0.003301,0.003301
205,29026.2,0.86755,0.40082,0.93323,0.9994,1,0.995,0.82603,0.79538,0.28863,0.89438,0.003268,0.003268,0.003268
206,29169,0.86999,0.40289,0.93315,0.9994,1,0.995,0.82601,0.79594,0.28847,0.89464,0.003235,0.003235,0.003235
207,29311.7,0.8674,0.40191,0.93253,0.9994,1,0.995,0.82528,0.79647,0.28858,0.8949,0.003202,0.003202,0.003202
208,29454.4,0.86308,0.40064,0.93227,0.9994,1,0.995,0.82509,0.79783,0.28874,0.89537,0.003169,0.003169,0.003169
209,29597,0.86058,0.39843,0.93139,0.9994,1,0.995,0.82459,0.79855,0.28888,0.8957,0.003136,0.003136,0.003136
210,29739.7,0.86094,0.39818,0.92957,0.99939,1,0.995,0.82429,0.79958,0.28909,0.89604,0.003103,0.003103,0.003103
211,29882.5,0.86014,0.39687,0.93065,0.99941,1,0.995,0.82378,0.80019,0.28911,0.8963,0.00307,0.00307,0.00307
212,30025.6,0.86043,0.39776,0.93208,0.9994,1,0.995,0.8233,0.80188,0.28936,0.89683,0.003037,0.003037,0.003037
213,30168.4,0.85369,0.39582,0.92835,0.99939,1,0.995,0.82297,0.8032,0.28951,0.89718,0.003004,0.003004,0.003004
214,30311.3,0.85376,0.39497,0.92888,0.9994,1,0.995,0.8227,0.8037,0.28955,0.8974,0.002971,0.002971,0.002971
215,30454,0.85493,0.39644,0.92936,0.9994,1,0.995,0.82229,0.80434,0.28969,0.89764,0.002938,0.002938,0.002938
216,30596.7,0.85185,0.39264,0.92834,0.9994,1,0.995,0.82171,0.80562,0.29014,0.89801,0.002905,0.002905,0.002905
217,30739.5,0.84509,0.39186,0.9265,0.9994,1,0.995,0.8216,0.80666,0.29027,0.89844,0.002872,0.002872,0.002872
218,30882.3,0.8448,0.39349,0.92575,0.99941,1,0.995,0.82132,0.80756,0.29039,0.89877,0.002839,0.002839,0.002839
219,31025.2,0.84429,0.3933,0.92586,0.99941,1,0.995,0.82101,0.8091,0.29056,0.89927,0.002806,0.002806,0.002806
220,31168.1,0.84224,0.3912,0.92653,0.9994,1,0.995,0.82035,0.81022,0.29051,0.89967,0.002773,0.002773,0.002773
221,31311,0.83827,0.38911,0.92381,0.99941,1,0.995,0.81983,0.81091,0.2905,0.89996,0.00274,0.00274,0.00274
222,31453.8,0.83797,0.3884,0.9241,0.9994,1,0.995,0.81934,0.81138,0.29055,0.90013,0.002707,0.002707,0.002707
223,31596.7,0.83481,0.38772,0.92325,0.9994,1,0.995,0.81945,0.81178,0.29074,0.90028,0.002674,0.002674,0.002674
224,31739.6,0.83614,0.3884,0.92504,0.9994,1,0.995,0.81878,0.81228,0.29086,0.90048,0.002641,0.002641,0.002641
225,31882.7,0.83305,0.38663,0.9234,0.99941,1,0.995,0.81843,0.81316,0.29085,0.90081,0.002608,0.002608,0.002608
226,32025.6,0.82675,0.38548,0.92041,0.9994,1,0.995,0.81831,0.81354,0.29097,0.90095,0.002575,0.002575,0.002575
